state,district,station,category
uttar pradesh,kanpur nagar,sarsaul,critical
uttar pradesh,kanpur nagar,ghatampur,critical
uttar pradesh,kanpur nagar,kanpur -city,over-exploited
uttar pradesh,kanpur nagar,chaubeypur,over-exploited
uttar pradesh,kanpur nagar,kalyanpur,safe
uttar pradesh,kanpur nagar,bhitargaon,safe
uttar pradesh,kanpur nagar,kakwan,safe
uttar pradesh,kanpur nagar,patara,semi-critical
uttar pradesh,kanpur nagar,bidhnoo,semi-critical
uttar pradesh,kanpur nagar,bilhaur,semi-critical
uttar pradesh,kanpur nagar,shivrajpur,semi-critical
uttar pradesh,kasganj,kasganj,critical
uttar pradesh,kasganj,amanpur,safe
uttar pradesh,kasganj,sidhpure,safe
uttar pradesh,kasganj,patiyali,safe
uttar pradesh,kasganj,soron,safe
uttar pradesh,kasganj,sahawar,semi-critical
uttar pradesh,kasganj,g.dhundwara,semi-critical
uttar pradesh,kaushambi,moorat ganj,over-exploited
uttar pradesh,kaushambi,chail,over-exploited
uttar pradesh,kaushambi,kaushambi,safe
uttar pradesh,kaushambi,sarsawan,safe
uttar pradesh,kaushambi,newada,semi-critical
uttar pradesh,kaushambi,kara,semi-critical
uttar pradesh,kaushambi,manjhanpur,semi-critical
uttar pradesh,kaushambi,sirathu,semi-critical
uttar pradesh,kushi nagar,hata,safe
uttar pradesh,kushi nagar,ram kola,safe
uttar pradesh,kushi nagar,kasiya,safe
uttar pradesh,kushi nagar,khadda,safe
uttar pradesh,kushi nagar,vishunpurwa,safe
uttar pradesh,kushi nagar,fazil nagar,safe
uttar pradesh,kushi nagar,motichak,safe
uttar pradesh,kushi nagar,sukrauli,safe
uttar pradesh,kushi nagar,padrauna,safe
uttar pradesh,kushi nagar,nebuwa naurangia,safe
uttar pradesh,kushi nagar,kaptan ganj,safe
uttar pradesh,kushi nagar,tamkuhi,safe
uttar pradesh,kushi nagar,sewarhi,safe
uttar pradesh,lakhimpur kheri,bankeyganj,safe
uttar pradesh,lakhimpur kheri,nighasan,safe
uttar pradesh,lakhimpur kheri,mitauli,safe
uttar pradesh,lakhimpur kheri,mohammadi,safe
uttar pradesh,lakhimpur kheri,bijua,safe
uttar pradesh,lakhimpur kheri,phoolbehar,safe
uttar pradesh,lakhimpur kheri,gola,safe
uttar pradesh,lakhimpur kheri,behjam,safe
uttar pradesh,lakhimpur kheri,khiri,safe
uttar pradesh,lakhimpur kheri,ramaiyabehar,safe
uttar pradesh,lakhimpur kheri,nakaha,safe
uttar pradesh,lakhimpur kheri,ishanagar,safe
uttar pradesh,lakhimpur kheri,pasgawan,safe
uttar pradesh,lakhimpur kheri,palia kalan,safe
uttar pradesh,lakhimpur kheri,dhaurahra,safe
uttar pradesh,lalitpur,madaora,semi-critical
uttar pradesh,lalitpur,bar,semi-critical
uttar pradesh,lalitpur,birdha,semi-critical
uttar pradesh,lalitpur,talbehat,semi-critical
uttar pradesh,lalitpur,jakhaura,semi-critical
uttar pradesh,lalitpur,mehrauni,semi-critical
uttar pradesh,lucknow,lucknow-city,over-exploited
uttar pradesh,lucknow,kakori,safe
uttar pradesh,lucknow,mal,safe
uttar pradesh,lucknow,sarojini nagar,safe
uttar pradesh,lucknow,gosaiganj,safe
uttar pradesh,lucknow,chinhat,safe
uttar pradesh,lucknow,mohanlalganj,safe
uttar pradesh,lucknow,malihabad,safe
uttar pradesh,lucknow,bakshi ka talab,safe
uttar pradesh,mahoba,panwari,over-exploited
uttar pradesh,mahoba,jaitpur,over-exploited
uttar pradesh,mahoba,charkhari,semi-critical
uttar pradesh,mahoba,kabrai,semi-critical
uttar pradesh,mahrajganj,maharajganj,safe
uttar pradesh,mahrajganj,nichlaul,safe
uttar pradesh,mahrajganj,nautanwa,safe
uttar pradesh,mahrajganj,ghughuli,safe
uttar pradesh,mahrajganj,partawal,safe
uttar pradesh,mahrajganj,siswa,safe
uttar pradesh,mahrajganj,mithaura,safe
uttar pradesh,mahrajganj,paniyara,safe
uttar pradesh,mahrajganj,dhani,safe
uttar pradesh,mahrajganj,laxmipur,safe
uttar pradesh,mahrajganj,brijmanganj,safe
uttar pradesh,mainpuri,barnahal,over-exploited
uttar pradesh,mainpuri,ghiror,safe
uttar pradesh,mainpuri,sultangaj,safe
uttar pradesh,mainpuri,kishani,safe
uttar pradesh,mainpuri,karhal,safe
uttar pradesh,mainpuri,kurawali,safe
uttar pradesh,mainpuri,bewar,safe
uttar pradesh,mainpuri,jageer,semi-critical
uttar pradesh,mainpuri,mainpuri,semi-critical
uttar pradesh,mathura,baldeo,over-exploited
uttar pradesh,mathura,nohjhil,over-exploited
uttar pradesh,mathura,raya,over-exploited
uttar pradesh,mathura,nandgoan,safe
uttar pradesh,mathura,chhata,safe
uttar pradesh,mathura,chaumuha,safe
uttar pradesh,mathura,mat,safe
uttar pradesh,mathura,govardhan,safe
uttar pradesh,mathura,mathura,safe
uttar pradesh,mathura,farah,semi-critical
uttar pradesh,maunath bhanjan,fatehpur madaon,safe
uttar pradesh,maunath bhanjan,ghosi,safe
uttar pradesh,maunath bhanjan,ranipur,safe
uttar pradesh,maunath bhanjan,doharighat,safe
uttar pradesh,maunath bhanjan,mohammadabad,safe
uttar pradesh,maunath bhanjan,pardaha,safe
uttar pradesh,maunath bhanjan,ratanpura,safe
uttar pradesh,maunath bhanjan,badraon,safe
uttar pradesh,maunath bhanjan,kopaganj,safe
uttar pradesh,meerut,parichhatgarh,critical
uttar pradesh,meerut,meerut,critical
uttar pradesh,meerut,rajpura,over-exploited
uttar pradesh,meerut,kharkhoda,over-exploited
uttar pradesh,meerut,machhra,over-exploited
uttar pradesh,meerut,meerut-city,over-exploited
uttar pradesh,meerut,rotha,safe
uttar pradesh,meerut,sardhana,safe
uttar pradesh,meerut,janikhurd,safe
uttar pradesh,meerut,daurala,safe
uttar pradesh,meerut,hastinapur,semi-critical
uttar pradesh,meerut,sarurpur,semi-critical
uttar pradesh,meerut,mawana,semi-critical
uttar pradesh,mirzapur,chanbey,critical
uttar pradesh,mirzapur,majhawan,critical
uttar pradesh,mirzapur,city,critical
uttar pradesh,mirzapur,kon,critical
uttar pradesh,mirzapur,haliya,safe
uttar pradesh,mirzapur,lalganj,safe
uttar pradesh,mirzapur,jamalpur,safe
uttar pradesh,mirzapur,marihan,safe
uttar pradesh,mirzapur,narainpur,safe
uttar pradesh,mirzapur,rajgarh,safe
uttar pradesh,mirzapur,pahari,safe
uttar pradesh,mirzapur,sikhar,semi-critical
uttar pradesh,moradabad,bhagatpur tanda,critical
uttar pradesh,moradabad,bilari,critical
uttar pradesh,moradabad,dilari,critical
uttar pradesh,moradabad,thakurdwara,safe
uttar pradesh,moradabad,moradabad,semi-critical
uttar pradesh,moradabad,chhijlet,semi-critical
uttar pradesh,moradabad,dingerpur,semi-critical
uttar pradesh,moradabad,munda pandey,semi-critical
uttar pradesh,muzaffarnagar,charthawal,critical
uttar pradesh,muzaffarnagar,budhana,over-exploited
uttar pradesh,muzaffarnagar,baghara,over-exploited
uttar pradesh,muzaffarnagar,jansath,safe
uttar pradesh,muzaffarnagar,khatauli,safe
uttar pradesh,muzaffarnagar,morna,safe
uttar pradesh,muzaffarnagar,purkaji,safe
uttar pradesh,muzaffarnagar,shahpur,semi-critical
uttar pradesh,muzaffarnagar,muzaffar nagar,semi-critical
uttar pradesh,pilibhit,puranpur,safe
uttar pradesh,pilibhit,bilsanda,safe
uttar pradesh,pilibhit,bisalpur,safe
uttar pradesh,pilibhit,marori,safe
uttar pradesh,pilibhit,bar khera,safe
uttar pradesh,pilibhit,amaria,safe
uttar pradesh,pilibhit,lalauli khera,safe
uttar pradesh,pratapgarh,mangraura,critical
uttar pradesh,pratapgarh,patti,critical
uttar pradesh,pratapgarh,mandhata,over-exploited
uttar pradesh,pratapgarh,shivgarh,over-exploited
uttar pradesh,pratapgarh,pratapgarh sadar,over-exploited
uttar pradesh,pratapgarh,sandwa chandrika,over-exploited
uttar pradesh,pratapgarh,bihar,safe
uttar pradesh,pratapgarh,kalakanker,safe
uttar pradesh,pratapgarh,babaganj,safe
uttar pradesh,pratapgarh,sangaipur,safe
uttar pradesh,pratapgarh,kunda,safe
uttar pradesh,pratapgarh,rampur sangramgarh,semi-critical
uttar pradesh,pratapgarh,gaura,semi-critical
uttar pradesh,pratapgarh,lakshmanpur,semi-critical
uttar pradesh,pratapgarh,aspur deosara,semi-critical
uttar pradesh,pratapgarh,baba belkhernath,semi-critical
uttar pradesh,pratapgarh,lalganj,semi-critical
uttar pradesh,prayagraj,bahadurpur,critical
uttar pradesh,prayagraj,pratappur,critical
uttar pradesh,prayagraj,dhanupur,critical
uttar pradesh,prayagraj,baheria,critical
uttar pradesh,prayagraj,chaka,over-exploited
uttar pradesh,prayagraj,prayagraj-city,over-exploited
uttar pradesh,prayagraj,meja,safe
uttar pradesh,prayagraj,shankar garh,safe
uttar pradesh,prayagraj,koraon,safe
uttar pradesh,prayagraj,kaundhiyara,safe
uttar pradesh,prayagraj,manda,safe
uttar pradesh,prayagraj,phoolpur,safe
uttar pradesh,prayagraj,soraon,safe
uttar pradesh,prayagraj,jasra,safe
uttar pradesh,prayagraj,urwa,safe
uttar pradesh,prayagraj,kaurihar,safe
uttar pradesh,prayagraj,karchhana,safe
uttar pradesh,prayagraj,handia,safe
uttar pradesh,prayagraj,holagarh,semi-critical
uttar pradesh,prayagraj,saidabad,semi-critical
uttar pradesh,raibareli,satwan,safe
uttar pradesh,raibareli,dalmau,safe
uttar pradesh,raibareli,kheron,safe
uttar pradesh,raibareli,salon,safe
uttar pradesh,raibareli,rahi,safe
uttar pradesh,raibareli,chhatoh,safe
uttar pradesh,raibareli,deeh,safe
uttar pradesh,raibareli,lalganj,safe
uttar pradesh,raibareli,deenshahgura,safe
uttar pradesh,raibareli,bachhrawan,safe
uttar pradesh,raibareli,unchahar,safe
uttar pradesh,raibareli,amawan,safe
uttar pradesh,raibareli,shivgarh,safe
uttar pradesh,raibareli,rohania,safe
uttar pradesh,raibareli,harchandpur,safe
uttar pradesh,raibareli,maharajganj,safe
uttar pradesh,raibareli,jagatpur,safe
uttar pradesh,raibareli,sareni,semi-critical
uttar pradesh,rampur,chamraua,over-exploited
uttar pradesh,rampur,bilaspur,safe
uttar pradesh,rampur,milak,safe
uttar pradesh,rampur,shahabad,semi-critical
uttar pradesh,rampur,swar,semi-critical
uttar pradesh,rampur,said nagar,semi-critical
uttar pradesh,saharanpur,deoband,critical
uttar pradesh,saharanpur,muzafarabad,critical
uttar pradesh,saharanpur,rampur,critical
uttar pradesh,saharanpur,nanauta,critical
uttar pradesh,saharanpur,nakur,over-exploited
uttar pradesh,saharanpur,sarsawa,over-exploited
uttar pradesh,saharanpur,saduli  qudim,over-exploited
uttar pradesh,saharanpur,nagal,over-exploited
uttar pradesh,saharanpur,gangoh,over-exploited
uttar pradesh,saharanpur,puwarka,safe
uttar pradesh,saharanpur,baliakheri,semi-critical
uttar pradesh,sambhal,gunnaur,critical
uttar pradesh,sambhal,asmoli,critical
uttar pradesh,sambhal,sambhal,critical
uttar pradesh,sambhal,baniakhera,over-exploited
uttar pradesh,sambhal,pawansa,over-exploited
uttar pradesh,sambhal,bahjoi,over-exploited
uttar pradesh,sambhal,rajpura,safe
uttar pradesh,sambhal,junawai,semi-critical
uttar pradesh,sant kabir nagar,semariyawan,safe
uttar pradesh,sant kabir nagar,pauli,safe
uttar pradesh,sant kabir nagar,baghauli,safe
uttar pradesh,sant kabir nagar,mehdawal,safe
uttar pradesh,sant kabir nagar,saintha,safe
uttar pradesh,sant kabir nagar,hainsar bazar,safe
uttar pradesh,sant kabir nagar,nathnagar,safe
uttar pradesh,sant kabir nagar,belhar,safe
uttar pradesh,sant kabir nagar,khalilabad,safe
uttar pradesh,sant ravidas nagar,bhadohi,critical
uttar pradesh,sant ravidas nagar,gyanpur,critical
uttar pradesh,sant ravidas nagar,abholi,semi-critical
uttar pradesh,sant ravidas nagar,deegh,semi-critical
uttar pradesh,sant ravidas nagar,suriyawan,semi-critical
uttar pradesh,shahjahanpur,khutar,safe
uttar pradesh,shahjahanpur,katra,safe
uttar pradesh,shahjahanpur,kanth,safe
uttar pradesh,shahjahanpur,tilhar,safe
uttar pradesh,shahjahanpur,dadraul,safe
uttar pradesh,shahjahanpur,sidhauli,safe
uttar pradesh,shahjahanpur,madanpur,safe
uttar pradesh,shahjahanpur,banda,safe
uttar pradesh,shahjahanpur,mirzapur,safe
uttar pradesh,shahjahanpur,jalalabad,safe
uttar pradesh,shahjahanpur,jaitipur,safe
uttar pradesh,shahjahanpur,nigohi,safe
uttar pradesh,shahjahanpur,bhawal khera,safe
uttar pradesh,shahjahanpur,puwayan,safe
uttar pradesh,shahjahanpur,kalan,safe
uttar pradesh,shamli,shamli,over-exploited
uttar pradesh,shamli,kandhala,over-exploited
uttar pradesh,shamli,un,over-exploited
uttar pradesh,shamli,kairana,over-exploited
uttar pradesh,shamli,thana bhawan,semi-critical
uttar pradesh,shrawasti,sirsiya,safe
uttar pradesh,shrawasti,hariharpur rani,safe
uttar pradesh,shrawasti,gilaula,safe
uttar pradesh,shrawasti,ikauna,safe
uttar pradesh,shrawasti,jamunaha,safe
uttar pradesh,siddharth nagar,shoharatgarh,safe
uttar pradesh,siddharth nagar,jogia,safe
uttar pradesh,siddharth nagar,birdpur,safe
uttar pradesh,siddharth nagar,barhni,safe
uttar pradesh,siddharth nagar,uska bazar,safe
uttar pradesh,siddharth nagar,mithwal,safe
uttar pradesh,siddharth nagar,bansi,safe
uttar pradesh,siddharth nagar,bhanwapur,safe
uttar pradesh,siddharth nagar,khuniyaon,safe
uttar pradesh,siddharth nagar,lotan,safe
uttar pradesh,siddharth nagar,khesraha,safe
uttar pradesh,siddharth nagar,itwa,safe
uttar pradesh,siddharth nagar,domariyaganj,safe
uttar pradesh,siddharth nagar,naugarh,safe
uttar pradesh,sitapur,laharpur,safe
uttar pradesh,sitapur,behta,safe
uttar pradesh,sitapur,misrikh,safe
uttar pradesh,sitapur,gondalamau,safe
uttar pradesh,sitapur,bisawan,safe
uttar pradesh,sitapur,pisawan,safe
uttar pradesh,sitapur,aliya,safe
uttar pradesh,sitapur,maholi,safe
uttar pradesh,sitapur,pahla,safe
uttar pradesh,sitapur,sakran,safe
uttar pradesh,sitapur,kasmanda,safe
uttar pradesh,sitapur,parsendi,safe
uttar pradesh,sitapur,hargaon,safe
uttar pradesh,sitapur,sidhauli,safe
uttar pradesh,sitapur,machharehta,safe
uttar pradesh,sitapur,rewsa,safe
uttar pradesh,sitapur,khairabad,safe
uttar pradesh,sitapur,rampur mathura,safe
uttar pradesh,sonbhadra,chopan,safe
uttar pradesh,sonbhadra,babhani,safe
uttar pradesh,sonbhadra,ghorawal,safe
uttar pradesh,sonbhadra,myorpur,safe
uttar pradesh,sonbhadra,robertsganj,safe
uttar pradesh,sonbhadra,nagawa,safe
uttar pradesh,sonbhadra,chatara,safe
uttar pradesh,sonbhadra,duddhi,semi-critical
uttar pradesh,sultanpur,kadipur,safe
uttar pradesh,sultanpur,dostpur,safe
uttar pradesh,sultanpur,partappurkamaicha,safe
uttar pradesh,sultanpur,motigarpur,safe
uttar pradesh,sultanpur,dhanpatganj,safe
uttar pradesh,sultanpur,baldirai,safe
uttar pradesh,sultanpur,kurebhar,safe
uttar pradesh,sultanpur,kurwar,safe
uttar pradesh,sultanpur,akhand nagar,safe
uttar pradesh,sultanpur,jaysinghpur,safe
uttar pradesh,sultanpur,dubepur,safe
uttar pradesh,sultanpur,bhadaiyan,safe
uttar pradesh,sultanpur,lambhua,safe
uttar pradesh,unnao,bigha pur,safe
uttar pradesh,unnao,sikandar karan,safe
uttar pradesh,unnao,sumerpur,safe
uttar pradesh,unnao,bichia,safe
uttar pradesh,unnao,miyaganj,safe
uttar pradesh,unnao,bangar mau,safe
uttar pradesh,unnao,auras,safe
uttar pradesh,unnao,hasangang,safe
uttar pradesh,unnao,gang muradabad,safe
uttar pradesh,unnao,sikandar sirausi,safe
uttar pradesh,unnao,fatehpur chaurasi,safe
uttar pradesh,unnao,nawabganj,safe
uttar pradesh,unnao,asoha,safe
uttar pradesh,unnao,safipur,safe
uttar pradesh,unnao,purwa,safe
uttar pradesh,unnao,hilauli,safe
uttar pradesh,varanasi,pindara,critical
uttar pradesh,varanasi,araziline,over-exploited
uttar pradesh,varanasi,harhua,over-exploited
uttar pradesh,varanasi,varanasi-city,over-exploited
uttar pradesh,varanasi,kashi viddyapeeth,semi-critical
uttar pradesh,varanasi,cholapur,semi-critical
uttar pradesh,varanasi,baragaon,semi-critical
uttar pradesh,varanasi,chiraigaon,semi-critical
uttar pradesh,varanasi,sewapuri,semi-critical
uttarakhand,dehradun,sahaspur,safe
uttarakhand,dehradun,doiwala,safe
uttarakhand,dehradun,vikasnagar,safe
uttarakhand,haridwar,narsan,safe
uttarakhand,haridwar,khanpur,safe
uttarakhand,haridwar,roorkee,safe
uttarakhand,haridwar,laksar,safe
uttarakhand,haridwar,bhagwanpur,semi-critical
uttarakhand,haridwar,bahadarabad,semi-critical
uttarakhand,nainital,ramnagar,safe
uttarakhand,udham singh nagar,sitargunj,safe
uttarakhand,udham singh nagar,rudrapur,safe
uttarakhand,udham singh nagar,gadarpur,safe
uttarakhand,udham singh nagar,jaspur,safe
uttarakhand,udham singh nagar,bazpur,safe
uttarakhand,udham singh nagar,khatima,semi-critical
uttarakhand,udham singh nagar,kashipur,semi-critical
west bengal,alipurduar,kumargram,safe
west bengal,alipurduar,alipurduar -i,safe
west bengal,alipurduar,falakata,safe
west bengal,alipurduar,alipurduar -ii,safe
west bengal,bankura,hirbandh,safe
west bengal,bankura,khatra,safe
west bengal,bankura,chhatna,safe
west bengal,bankura,indpur,safe
west bengal,bankura,gangajalghati,safe
west bengal,bankura,ranibundh,safe
west bengal,bankura,saltora,safe
west bengal,bankura,mejhia,safe
west bengal,bankura,bankura - i,safe
west bengal,bankura,simlapal,safe
west bengal,bankura,raipur,safe
west bengal,bankura,bankura - ii,safe
west bengal,bankura,barjora,safe
west bengal,bankura,taldangra,safe
west bengal,bankura,jaypur,safe
west bengal,bankura,sarenga,safe
west bengal,bankura,onda,safe
west bengal,bankura,patrasayer,safe
west bengal,bankura,sonamukhi,safe
west bengal,bankura,indus,safe
west bengal,bankura,kotulpur,safe
west bengal,bankura,vishnupur,semi-critical
west bengal,barddhaman,asansol,safe
west bengal,barddhaman,kulti (m),safe
west bengal,barddhaman,barabani,safe
west bengal,barddhaman,andal ( andal+pandab,safe
west bengal,barddhaman,salanpur,safe
west bengal,barddhaman,jamuria,safe
west bengal,barddhaman,durgapur-faridpur,safe
west bengal,barddhaman,kanksa,safe
west bengal,barddhaman,memari-i,safe
west bengal,barddhaman,raniganj,safe
west bengal,barddhaman,ausgram - ii,safe
west bengal,barddhaman,kalna - i,safe
west bengal,barddhaman,galsi - i,safe
west bengal,barddhaman,jamalpur,safe
west bengal,barddhaman,burdwan - i,safe
west bengal,barddhaman,burdwan - ii,safe
west bengal,barddhaman,ausgram - i,safe
west bengal,barddhaman,galsi - ii,safe
west bengal,barddhaman,purbasthali - i,safe
west bengal,barddhaman,khandaghosh,safe
west bengal,barddhaman,purbasthali - ii,safe
west bengal,barddhaman,mangolkote,semi-critical
west bengal,barddhaman,bhatar,semi-critical
west bengal,barddhaman,katwa - ii,semi-critical
west bengal,barddhaman,katwa - i,semi-critical
west bengal,barddhaman,raina - ii,semi-critical
west bengal,barddhaman,raina - i,semi-critical
west bengal,barddhaman,ketugram - i,semi-critical
west bengal,barddhaman,memari- ii,semi-critical
west bengal,barddhaman,kalna - ii,semi-critical
west bengal,barddhaman,manteswar,semi-critical
west bengal,birbhum,rajnagar,safe
west bengal,birbhum,mohammad bazar,safe
west bengal,birbhum,suri -i,safe
west bengal,birbhum,dobrajpur,safe
west bengal,birbhum,bolpur sriniketan,safe
west bengal,birbhum,suri -ii,safe
west bengal,birbhum,murarai -i,safe
west bengal,birbhum,khoyrasol,safe
west bengal,birbhum,myureswar -i,safe
west bengal,birbhum,rampurhat -i,safe
west bengal,birbhum,illambazar,safe
west bengal,birbhum,myureswar -ii,safe
west bengal,birbhum,nalhati -i,safe
west bengal,birbhum,sainthia,semi-critical
west bengal,birbhum,nanoor,semi-critical
west bengal,birbhum,murarai -ii,semi-critical
west bengal,birbhum,nalhati -ii,semi-critical
west bengal,birbhum,rampurhat -ii,semi-critical
west bengal,birbhum,labpur,semi-critical
west bengal,dakshin dinajpur,tapan,safe
west bengal,dakshin dinajpur,harirampur,safe
west bengal,dakshin dinajpur,bansihari,safe
west bengal,dakshin dinajpur,balurghat,safe
west bengal,dakshin dinajpur,kumarganj,safe
west bengal,dakshin dinajpur,kushmundi,safe
west bengal,dakshin dinajpur,gangarampur,safe
west bengal,dakshin dinajpur,hilli,safe
west bengal,darjiling,naxalbari(siliguri+n,safe
west bengal,darjiling,kharibari(kharibari+,safe
west bengal,haora,amta -ii,safe
west bengal,haora,jagatballavpur,safe
west bengal,haora,amta -i,safe
west bengal,haora,domjur,safe
west bengal,haora,udaynarayanpur,safe
west bengal,hugli,goghat -ii,critical
west bengal,hugli,khanakul -ii,safe
west bengal,hugli,chinsurah - magra,safe
west bengal,hugli,haripal,safe
west bengal,hugli,balagarh,safe
west bengal,hugli,serampur uttarpara,safe
west bengal,hugli,chanditala -ii,semi-critical
west bengal,hugli,singur,semi-critical
west bengal,hugli,dhaniakhali,semi-critical
west bengal,hugli,tarakeswar,semi-critical
west bengal,hugli,jangipara,semi-critical
west bengal,hugli,khanakul -i,semi-critical
